79.94481794066932,74.16311935043758,1
99.2725269292572,60.99903099844988,1
90.54671411399852,43.39060180650027,1
34.52451385320009,60.39634245837173,-1
50.2864961189907,49.80453881323059,-1
49.58667721632031,59.80895099453265,-1
97.64563396007767,68.86157272420604,1
32.57720016809309,95.59854761387875,-1
74.24869136721598,69.82457122657193,1
71.79646205863379,78.45356224515052,1
75.3956114656803,85.75993667331619,1
35.28611281526193,47.02051394723416,-1
56.25381749711624,39.26147251058019,-1
30.05882244669796,49.59297386723685,-1
44.66826172480893,66.45008614558913,-1
66.56089447242954,41.09209807936973,-1
49.07256321908844,51.88321182073966,-1
80.27957401466998,92.11606081344084,1
32.72283304060323,43.30717306430063,-1
64.0393204150601,78.03168802018232,1
72.34649422579923,96.22759296761404,1
99.82785779692128,72.36925193383885,1
60.45555629271532,42.50840943572217,-1
88.9138964166533,69.80378889835472,1
94.83450672430196,45.69430680250754,1
30.36675600171273,20.96014789746954,-1
68.46852178591112,85.59430710452014,1
42.0754545384731,78.84478600148043,-1
75.47770200533905,90.42453899753964,1
78.63542434898018,96.64742716885644,1
52.34800398794107,60.76950525602592,-1
94.09433112516793,77.15910509073893,1
90.44855097096364,87.50879176484702,1
55.48216114069585,35.57070347228866,-1
24.49269241843041,34.84513684930135,-1
89.84580670720979,45.35828361091658,1
83.48916274498238,48.38028579728175,1
99.31500880510394,68.77540947206617,1
74.77589300092767,89.52981289513276,1
27.31925746917527,36.58935317747915,-1
